search;found_place;address;latitude;longitude;facility_label;Notes
TPS Kecamatan Medan Amplas Medan;TPS Limbah B3 Wuling;GMXX+X3J, Sitirejo II, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20217;3.5499705;98.6615942;Kantor Perusahaan;
TPS Kecamatan Medan Belawan Medan;TPS LB3 - PLN UPK Belawan;Gi Belawan, Belawan Pulau Sicanang, Medan Kota Belawan, Kota Medan, Sumatera Utara 20411;3.7741068;98.6705677;Kantor Perusahaan;
TPS Kecamatan Medan Johor Medan;TPS Limbah B3 Wuling;GMXX+X3J, Sitirejo II, Kec. Medan Amplas, Kota Medan, Sumatera Utara 20217;3.5363247;98.6700986;Kantor Perusahaan;
TPS Kecamatan Medan Marelan Medan;Tempat Pembuangan Sampah;PJ9X+MW8, Paya Pasir, Kec. Medan Marelan, Kota Medan, Sumatera Utara 20254;3.7191746;98.6137829;Jasa Pembuangan Sampah;
TPS Kecamatan Medan Selayang Medan;TPS ( Tempat Pembuangan Sementara ) Universitas Sumatera Utara;HM52+JWX, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera Utara 20155;3.5592825;98.6166558;Gudang;
TPS Kecamatan Medan Timur Medan;TPS ( Tempat Pembuangan Sementara ) Universitas Sumatera Utara;Not Found;3.6218334;98.6679489;Gudang;
TPS KECAMATAN MEDAN BARU Medan;TPS ( Tempat Pembuangan Sementara ) Universitas Sumatera Utara;HM52+JWX, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera Utara 20155;3.5592825;98.6346803;Gudang;
TPS Kecamatan Medan Helvetia Medan;Not Found;Not Found;3.6044893;98.6340896;Not Found;
TPS Kecamatan Medan Maimun Medan;TPS ( Tempat Pembuangan Sementara ) Universitas Sumatera Utara;HM52+JWX, Padang Bulan, Kec. Medan Baru, Kota Medan, Sumatera Utara 20155;3.5592825;98.6346803;Gudang;
TPS Kecamatan Medan Polonia Medan;Not Found;Not Found;3.5675975;98.6781889;Not Found;
TPS Terpadu Talago Gunung Sawahlunto;TPA Kayu Gadang;8QR7+HGC, Santur, Kec. Barangin, Kota Sawahlunto, Sumatera Barat 27423;-0.658559;100.7637611;Kantor Perusahaan;
TPS Terpadu Balai Batu Sandaran Sawahlunto;Not Found;Not Found;-0.6810266;100.7253015;Not Found;
TPS Terpadu Taratak Bancah Sawahlunto;Not Found;Not Found;-0.746019;100.8000739;Not Found;
TPA Campago Guguk Bulek Bukittinggi;Not Found;Not Found;-0.297126;100.3806774;Not Found;
TPA Puhun Pintu Kabun Bukittinggi;Not Found;Not Found;-0.355754;100.366465;Not Found;
TPA Bukit Apit Puhun Bukittinggi;Not Found;Not Found;-0.2962946;100.3571728;Not Found;
TPA Parit Antang Bukittinggi;Not Found;Not Found;Not Found;Not Found;Not Found;
TPA Birugo Bukittinggi;Tempat Pembuangan Sampah;Jl. Batang Masang No.01, Belakang Balok, Kec. Aur Birugo Tigo Baleh, Kota Bukittinggi, Sumatera Barat 26181;-0.31451;100.3358221;Tempat Pembuangan Sampah;
TPA Manggis Ganting Bukittinggi;Not Found;Not Found;-0.356912;100.3809515;Not Found;
TPST TALAO Bukittinggi;Tempat Pembuangan Sampah;Jl. Perintis Kemerdekaan No.6, Aur Tajungkang Tengah Sawah, Kec. Guguk Panjang, Kota Bukittinggi, Sumatera Barat 26111;-0.3064946;100.3519291;Tempat Pembuangan Sampah;
TPA Kebun Bibit Bukittinggi;Not Found;Not Found;-0.2913932;100.384017;Not Found;
TPST AUR KUNING Bukittinggi;Not Found;Not Found;-0.3100333;100.3800784;Not Found;
TPS3R KUBANG GAJAH Payakumbuh;Not Found;Not Found;-0.2721037;100.6146001;Not Found;
TPS3R EDUKASI Payakumbuh;Not Found;Not Found;-0.2294954;100.6327529;Not Found;
TPS3R PASAR IBUH Payakumbuh;Not Found;Not Found;-0.2304345;100.6363403;Not Found;
TPS3R PASAR BERKAH Payakumbuh;3R Berkah;Jl. Agus Salim, Sicincin, Kec. Payakumbuh Tim., Kota Payakumbuh, Sumatera Barat 26233;-0.2458238;100.64082;Toko;1
TPS3R MANCANG LABU Payakumbuh;Tumpukan sampah;PJMJ+R8P, Padang Karambia, Kec. Payakumbuh Sel., Kota Payakumbuh, Sumatera Barat;-0.2603562;100.6251645;Asosiasi/organisasi;
TPST H. Iskandar Ogan Komering Ulu;TPA OKU TIMUR;Q76Q+2R4, Veteran Jaya, Kec. Martapura, Kabupaten Ogan Komering Ulu Timur, Sumatera Selatan 32312;-4.2399893;104.2895892;Tempat Pembuangan Sampah;
TPST KWT ANGGREK BULAN (T) Way Kanan;Not Found;Not Found;-4.7087083;104.6914507;Not Found;
TPST SIDOHARJO Pringsewu;TPST SIDOMANDIRI Sidoharjo;J2V2+3FG, Bulukarto, Kec. Gading Rejo, Kabupaten Pringsewu, Lampung 35373;-5.3567944;105.0022736;Kantor Pemerintah;
TPST PODOMORO Pringsewu;TPST 3R Podomoro;MX7V+37, Jogyakarta, Kec. Gading Rejo, Kabupaten Pringsewu, Lampung 35373;-5.3372365;104.9930965;Layanan Pengelolaan Limbah;
TPST GADUNG Bangka Selatan;Not Found;Not Found;-2.9611314;106.491838;Not Found;
TPST Sekarwangi Bandung;Not Found;Not Found;Not Found;Not Found;Not Found;
TPST Citaliktik Bandung;TPST Babakan Siliwangi;Jl. Siliwangi, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131;-6.8851496;107.3205819;Tempat Pembuangan Sampah;
TPST DEWASARI Ciamis;BANK SAMPAH CIAMIS;Jl. Mr. Iwa Kusuma Sumantri No.28, Kertasari, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211;-7.3320332;108.3426071;Layanan Pengelolaan Limbah;
TPST KERTARAHARJA Ciamis;TPA SAMPAH KOTA CIAMIS;J9WH+JXV, Handapherang, Kec. Cijeungjing, Kabupaten Ciamis, Jawa Barat 46271;-7.3533809;108.2357406;Dinas Pekerjaan Umum;
TPST CIJANTUNG Ciamis;BANK SAMPAH CIAMIS;Jl. Mr. Iwa Kusuma Sumantri No.28, Kertasari, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211;-7.3320332;108.3426071;Layanan Pengelolaan Limbah;
TPST PASAR SIDARAHAYU Ciamis;Not Found;Not Found;-7.4367913;108.714055;Not Found;
TPST SITU LENGKONG PANJALU Ciamis;Not Found;Not Found;-7.1274999;108.2725;Not Found;
TPST DESA SUKAMANTRI Ciamis;Not Found;Not Found;-7.103274;108.251714;Not Found;
TPST KELURAHAN CIAMIS Ciamis;BANK SAMPAH CIAMIS;Jl. Mr. Iwa Kusuma Sumantri No.28, Kertasari, Kec. Ciamis, Kabupaten Ciamis, Jawa Barat 46211;-7.3320332;108.3426071;Layanan Pengelolaan Limbah;
TPST CIGOROWONG Ciamis;TPA Ciminyak kab. Ciamis;Dusun Jl. Ciminyak, Karyamulya, Kec. Cisaga, Kabupaten Ciamis, Jawa Barat 46386;-7.330647;108.5087304;Kantor Perusahaan;
TPST SINDANGMUKTI Ciamis;TPA Sindangrasa;GH5F+5C6, Unnamed Road, Cikaso, Kacamatan Banjarsari, Kabupaten Ciamis, Jawa Barat 46383;-7.4920815;108.2851132;Tempat Pembuangan Sampah;
TPST PASAR MANIS CIAMIS Ciamis;Not Found;Not Found;Not Found;Not Found;Not Found;
TPST DESA IMBANAGARA RAYA Ciamis;Not Found;Not Found;-7.32091;108.3034475;Not Found;
TPST KARANGPANINGGAL Ciamis;Not Found;Not Found;-7.2727151;108.504163;Not Found;
TPST SINDANGHERANG Ciamis;TPA Sindangrasa;GH5F+5C6, Unnamed Road, Cikaso, Kacamatan Banjarsari, Kabupaten Ciamis, Jawa Barat 46383;-7.2982042;108.3927231;Tempat Pembuangan Sampah;
TPST PASAR KAWALI Ciamis;Not Found;Not Found;-7.1908207;108.3726106;Not Found;
TPST DARUSALAM Ciamis;Not Found;Not Found;-7.333886;108.3906608;Not Found;
TPST HANDAPHERANG Ciamis;TPA SAMPAH KOTA CIAMIS;J9WH+JXV, Handapherang, Kec. Cijeungjing, Kabupaten Ciamis, Jawa Barat 46271;-7.3533809;108.3799362;Not Found;
TPST PERUM KERTASARI Ciamis;Not Found;Not Found;-7.3293999;108.3682719;Not Found;
TPST PASAR BANJARSARI Ciamis;Not Found;Not Found;-7.4907406;108.6166586;Not Found;
TPST Palimanan Barat Cirebon;TPS Desa Ciawi;8C3Q+HGG, Jl. Ciawi - Lungbenda, Ciawi, Kec. Palimanan, Kabupaten Cirebon, Jawa Barat 45156;-6.6960685;108.2946354;Tempat Pembuangan Sampah;
TPST Ciawi Gajah Cirebon;TPS Desa Ciawi;8C3Q+HGG, Jl. Ciawi - Lungbenda, Ciawi, Kec. Palimanan, Kabupaten Cirebon, Jawa Barat 45156;-6.6960685;108.2946354;Tempat Pembuangan Sampah;
TPST Konvensional (Biokonversi) Sukatani Purwakarta;TPST Sukatani Purwakarta;9CM5+9QH, Jl. Batu Datar, Sukatani, Kec. Sukatani, Kabupaten Purwakarta, Jawa Barat 41167;-6.61675;107.40925;Lokasi daur ulang;
TPST Konvensional (Biokonversi) Nagrak Purwakarta;TPST Nagrak;8CX5+392, Jl. Raya Nagrak, Nagrak, Kec. Darangdan, Kabupaten Purwakarta, Jawa Barat 41163;-6.6523639;107.4083894;Perusahaan Konstruksi;
TPST RDF Tegalsari Purwakarta;TPST Purwakarta 2;987M+H8F, Unnamed Road, Tegalsari, Kec. Tegalwaru, Kabupaten Purwakarta, Jawa Barat 41165;-6.6360567;107.3332842;Organisasi Nonprofit;
TPST CICUKANG HOLIS Bandung;TPST ISWMP Cicukang Holis;Jl. Cicukang Holis No.11a, Caringin, Kec. Bandung Kulon, Kota Bandung, Jawa Barat 40212;-6.9376188;107.568398;Layanan Transportasi;
TPST Babakan Siliwangi Bandung;TPST Babakan Siliwangi;Jl. Siliwangi, Lb. Siliwangi, Kecamatan Coblong, Kota Bandung, Jawa Barat 40131;-6.8851496;107.608973;Tempat Pembuangan Sampah;
TPST Babakan Sari Bandung;Koordinator Pengolahan Sampah UPTD PS DLH;Jl. Babakan Sari No.64, Babakan Sari, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40272;-6.9223892;107.6495595;Kantor Pemerintah;
TPST Gedebage Bandung;Tps gedebage;3M8X+PH2, Mekar Mulya, Kec. Panyileukan, Kota Bandung, Jawa Barat;-6.9332308;107.6989002;Tempat Pembuangan Sampah;
TPST Cilongok Banyumas;TPST Cilongok;H5Q2+99H, Jalan Raya, Dalawangi, Cilongok, Banyumas Regency, Central Java 53162;-7.4115652;109.1509757;Kantor Pemerintah;
TPST Pekuncen Banyumas;Not Found;Not Found;-7.384375;109.0811883;Not Found;
TPST Sumpiuh Banyumas;Hanggar TPST Sumpiuh;99JG+Q8C, Jl. Karet Nusadadi, Sawah, Kradenan, Kec. Sumpiuh, Kabupaten Banyumas, Jawa Tengah 53196;-7.6180524;109.3757553;Tempat Pembuangan Sampah;
TPST Ajibarang Banyumas;TPST Desa Karangklesem;J38J+6FW, Jl. Pasiraman, Nusaindah, Karangklesem, Kec. Pekuncen, Kabupaten Banyumas, Jawa Tengah 53164;-7.384375;108.9369927;Pusat Daur Ulang;
TPST Kedungrandu Patikraja Banyumas;Hanggar Kedungrandu;G6MQ+3G3, Purwokerto, Sudimara, Karangklesem, Purwokerto Selatan, Banyumas Regency, Central Java 53144;-7.4679934;109.2474948;Tempat Pembuangan Sampah;
TPST Sokaraja Kulon Sokaraja Banyumas;TPST Desa Sokaraja Kulon;Jl. Suparjo Rustam No.108, Dusun III, Sokaraja Kulon, Kec. Sokaraja, Kabupaten Banyumas, Jawa Tengah 53181;-7.4446312;109.2756787;Pusat Daur Ulang;
TPA BLE (Tempat Pemrosesan Akhir Berwawasan Lingkungan Edukasi) Banyumas;TPA BLE Banyumas;G75H+GWM, Dusun I, Wlahar Wetan, Kec. Kalibagor, Kabupaten Banyumas, Jawa Tengah;-7.4911744;109.2797861;Tempat Pembuangan Sampah;
TPST Kedunggede Banyumas Banyumas;TPST Kedunggede;Jl. Rumah Sakit No.1, Karangendep, Kejawar, Kec. Banyumas, Kabupaten Banyumas, Jawa Tengah 53192;-7.5325683;109.285315;Organisasi Nonprofit;
TPST Rempoah Banyumas;TPST 3R REMPOAH;Jl. Masjid, Dusun I, Rempoah, Kec. Baturaden, Kabupaten Banyumas, Jawa Tengah 53151;-7.3703403;109.2342566;Pusat Daur Ulang;
TPST Karangcegak Sumbang Banyumas;TPST KARANGCEGAK;Jl. Sumbang No.II, Dusun II, Sikapat, Kec. Sumbang, Kabupaten Banyumas, Jawa Tengah 53183;-7.3891129;109.2857634;Jasa Pembuangan Sampah;
TPST Rawalo Banyumas;TPST Desa Rawalo;F58Q+Q43, Jl. Raya Purwokerto, Bonjok, Tambaknegara, Kec. Rawalo, Kabupaten Banyumas, Jawa Tengah 53172;-7.5331044;109.1878014;Pusat Daur Ulang;
TPST Wangon Banyumas;TPST Hanggar Wangon;F3R8+VVG, Unnamed Road, Sengkalputung, Banteran, Kec. Wangon, Kabupaten Banyumas, Jawa Tengah 53176;-7.5078171;109.0671999;Organisasi Nonprofit;
TPST Biso Mulyo Mulyoharjo Jepara;TPST BISO MULYO MULYOHARJO JEPARA;CM8G+GGW, Jl. Kyai Ronggo Mulyo, Mulyoharjo II, Mulyoharjo, Kec. Jepara, Kabupaten Jepara, Jawa Tengah 59415;-6.5836478;110.6763301;Not Found;
TPST Rumah Inovasi Daur Ulang Pusat Inovasi Agroteknologi Universitas Gadjah Mada (Rindu PIAT UGM) Sleman;Rumah Inovasi Daur Ulang (RINDU) PIAT UGM;6F27+HWJ, Jl. Raya Berbah Utara, Tanjung, Kalitirto, Kec. Berbah, Kabupaten Sleman, Daerah Istimewa Yogyakarta 55573;-7.7985383;110.4647685;Kantor Perusahaan;
TPST BUMI SEMERU DAMAI HUNTAP Lumajang;Pengelolah Limbah Terpadu;TPST Relokasi Semeru, Sidorejo, Sumbermujur, Kec. Candipuro, Kabupaten Lumajang, Jawa Timur 67373;-8.1271531;113.0156851;Penyelenggara aktivitas luar ruangan;
TPST KALPATARU Dinas Lingkungan Hidup Kab. Lumajang Lumajang;Not Found;Not Found;-8.1216341;113.229611;Not Found;
TPST Sakunar Situbondo;Lapangan Sepak Bola Zakunar;72RF+HRG, perum panji permai, Bujukteni, Mimbaan, Kec. Panji, Kabupaten Situbondo, Jawa Timur 68323;-7.708563;114.0245683;Lapangan Sepak Bola;
TPST Kalikatir Mojokerto;Bank sampah kalikatir berseri;Kalikatir, Kec. Gondang, Kabupaten Mojokerto, Jawa Timur 61372;-7.6396906;112.1844806;Jasa Kurir;
TPS Wonosari Mojokerto;TPS Satu;FJ4W+2X3, Tambakrejo Kidul, Tambakrejo, Kec. Ngoro, Kabupaten Mojokerto, Jawa Timur 61385;-7.5449783;112.6474373;Not Found;
TPST Ds. Dinoyo Mojokerto;TPST Magersari;Jl. Manggis No.17, Mergelo, Magersari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318;-7.459795;112.1546719;Layanan Pengelolaan Limbah;
TPS Ds Bendo Mojokerto;TPS BLOOTO;GC86+W32, Jalan Raya, Mergelo, Blooto, Prajurit Kulon, Mojokerto City, East Java 61327;-7.482741;112.3380303;Tempat Pembuangan Sampah;
TPS Ds. Padusan Mojokerto;Not Found;Not Found;-7.6765181;112.5433126;Not Found;
TPS DSN KALIKATIR Mojokerto;Not Found;Not Found;Not Found;Not Found;Not Found;
TPS Karang Mojo Mojokerto;TPS KRANGGAN;Panggreman 6C No.17, Mergelo, Kranggan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61321;-7.4796266;112.3637716;Tempat Pembuangan Sampah;
TPS Pandansari Mojokerto;Kebun Pandansari;Unnamed Road, Pandansari, Wonoploso, Gondang, Mojokerto Regency, East Java 61372;-7.6284135;112.4801313;Taman;1
TPS Sukoanyar Mojokerto;TPS GUNUNG GEDANGAN;Jl. By Pass Mojokerto No.41, Mergelo, Gn. Gedangan, Kec. Magersari, Kota Mojokerto, Jawa Timur 61315;-7.4781438;112.3118105;Tempat Pembuangan Sampah;
TPST Dsn Paras Mojokerto;Tpst3R Pulorejo;GCJ8+G3F, Mergelo, Pulorejo, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61325;-7.4686956;112.3791313;Tempat Pembuangan Sampah;
TPST Ds Pugerluyung Wetan Mojokerto;TPST Magersari;Jl. Manggis No.17, Mergelo, Magersari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318;-7.459795;112.3709652;Layanan Pengelolaan Limbah;
TPS Bandar Sari Mojokerto;TPS HAYAM WURUK;Jl. Hayam Wuruk No.4, Mergelo, Magersari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318;-7.4609124;112.3599332;Tempat Pembuangan Sampah;
TPS Ds. Gayam Mojokerto;TPA ds gayam;GG52+FVM, Rw. 2, Gayam, Kec. Bangsal, Kabupaten Mojokerto, Jawa Timur 61381;-7.4912791;112.5021605;Taman bermain;
TPS Dsn Banjangan Mojokerto;TPS KRANGGAN;Panggreman 6C No.17, Mergelo, Kranggan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61321;-7.4796266;112.2916738;Tempat Pembuangan Sampah;
TPS Japan Asri Mojokerto;TPS SURODINAWAN;Jl. Citra Surodinawan Estate No.33h, Mergelo, Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61328;-7.4886254;112.4076483;Tempat Pembuangan Sampah;
TPS Kedungpen Mojokerto;TPS KRANGGAN;Panggreman 6C No.17, Mergelo, Kranggan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61321;-7.4796266;112.3534719;Tempat Pembuangan Sampah;
TPS Sidotangi Mojokerto;TPS GUNUNG GEDANGAN;Jl. By Pass Mojokerto No.41, Mergelo, Gn. Gedangan, Kec. Magersari, Kota Mojokerto, Jawa Timur 61315;-7.4781438;112.3839083;Tempat Pembuangan Sampah;
TPST jeruk desa pohjejer Mojokerto;Not Found;Not Found;-7.6127511;112.4741395;Not Found;
TPST SEDATI Mojokerto;TPST Sidokerto;HP97+39X, Sono, Sidokerto, Kec. Buduran, Kabupaten Sidoarjo, Jawa Timur;-7.4432489;112.6132859;Lokasi daur ulang;
TPST Desa selotapak Mojokerto;Not Found;Not Found;-7.5085194;112.6030094;Not Found;
TPS Ds Kangkungan Mojokerto;TPS GUNUNG GEDANGAN;Jl. By Pass Mojokerto No.41, Mergelo, Gn. Gedangan, Kec. Magersari, Kota Mojokerto, Jawa Timur 61315;-7.4732673;112.4585244;Tempat Pembuangan Sampah;
TPS Ds. Wiyu Mojokerto;Not Found;Not Found;-7.6414383;112.5102446;Not Found;
TPS GAYAMAN Mojokerto;TPS GUNUNG GEDANGAN;Jl. By Pass Mojokerto No.41, Mergelo, Gn. Gedangan, Kec. Magersari, Kota Mojokerto, Jawa Timur 61315;-7.4781438;112.3839083;Tempat Pembuangan Sampah;
TPS Kedung Rupit Mojokerto;TPS KRANGGAN;Panggreman 6C No.17, Mergelo, Kranggan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61321;-7.4796266;112.3946707;Tempat Pembuangan Sampah;
TPS Sedati Ngoro Mojokerto;TPS 3R Kepatihan;Kepatihan, Kec. Tulangan, Kabupaten Sidoarjo, Jawa Timur 61273;-7.4860043;112.516184;Layanan Pengelolaan Limbah;
TPST Puri Mojokerto;TPST Magersari;Jl. Manggis No.17, Mergelo, Magersari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318;-7.4642453;112.4291216;Layanan Pengelolaan Limbah;
TPST Balongsari Mojokerto;TPST Magersari;Jl. Manggis No.17, Mergelo, Magersari, Kec. Magersari, Kota Mojokerto, Jawa Timur 61318;-7.4642453;112.4295257;Layanan Pengelolaan Limbah;
TPST dsn Belor Mojokerto;Not Found;Not Found;-7.6550799;112.5614707;Not Found;
TPS Ds Celaket Mojokerto;TPS RUMAH SAKIT UMUM;Perumnas CSE, Jalan Residence Site 5 No. 2, Mergelo, Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61328;-7.4900432;112.4175399;Tempat Pembuangan Sampah;
TPS Ds. Sambiroto Mojokerto;TPS SAMBIROTO;FCR8+W36, Jl. Kemas Setyoadi, Sambiroto, Kec. Sooko, Kabupaten Mojokerto, Jawa Timur 61361;-7.5077157;112.415145;Bangunan Bersejarah;
TPS Dsn. Terusan Warga Mojokerto;TPA Randegan Mojokerto;GFP8+MR8, Jl. Sekar Putih No.767, Mergelo, Kepuhanyar, Kec. Mojoanyar, Kota Mojokerto, Jawa Timur 61364;-7.463857;112.3957644;Layanan Pengelolaan Limbah;
TPS Kedung Maling Mojokerto;TPS3R SENYUM DESA KEDUNGMALING;Dusun Banjarsono, Kedungmaling, Kec. Sooko, Kabupaten Mojokerto, Jawa Timur 61361;-7.515495;112.3343465;Tempat Pembuangan Sampah;
TPS Puloniti Mojokerto;TPS TERMINAL BUS;Jl. By Pass Mojokerto No.53, Mergelo, Meri, Kec. Magersari, Kota Mojokerto, Jawa Timur 61315;-7.488359;112.3770115;Tempat Pembuangan Sampah;
TPS Sumber Agung Mojokerto;TPS KRANGGAN;Panggreman 6C No.17, Mergelo, Kranggan, Kec. Prajurit Kulon, Kota Mojokerto, Jawa Timur 61321;-7.4796266;112.4358694;Tempat Pembuangan Sampah;
TPST Bangunsari Madiun;TPST tempat pembuangan sampah terpadu kelurahan bangunsari dolopo;7G39+2C7, Jl. Tani Agung, Punjul, Bangunsari, Kec. Dolopo, Kabupaten Madiun, Jawa Timur 63174;-7.7474572;111.5185532;Tempat Pembuangan Sampah;
TPST SAMTAKU Lamongan;TPST SAMTAKU - Lamongan;Jl. Imam Buchori, Tambakboyo, Tambakrigadung, Kec. Tikung, Kabupaten Lamongan, Jawa Timur 62212;-7.1240417;112.4332539;Layanan Pengelolaan Limbah;
TPA HANUNG Probolinggo;TPS Ungup-Ungup;Jl. Gubernur Suryo No.50, Kanigaran, Kec. Kanigaran, Kota Probolinggo, Jawa Timur 67213;-7.7604636;113.0650113;Tempat Pembuangan Sampah;
TPST KIBIN Serang;TPS (Tempat Pembuangan Sampah);Jl. Ciujung Damai No.2, Kendayakan, Kec. Kragilan, Kabupaten Serang, Banten 42184;-6.1503049;106.2398066;Tempat Pembuangan Sampah;
TPST Padang Tegal Gianyar;Tempat Pengolahan Sampah (TPST) Kesiman Kertalangu;Jl. Prof. Dr. Ida Bagus Mantra, Ketewel, Kec. Denpasar Tim., Kota Denpasar, Bali;-8.6493128;115.1261079;;
TOSS CENTER Klungkung;TOSS CENTER;CCJV+MRP, Jl. Kusuma Bahari, Kusamba, Kec. Dawan, Kabupaten Klungkung, Bali 80761;-8.5682991;115.444576;Kantor Perusahaan;
TPST Komposting Plant Jagaraga Buleleng;Komposting Plant Jagaraga;W562+4M, Bungkulan, Kec. Sawan, Kabupaten Buleleng, Bali 81171;-8.0897207;115.1517471;Gudang;
TPST Desa Bebetin Buleleng;TPST DESA BUBUNAN;Bubunan, Kec. Seririt, Kabupaten Buleleng, Bali 81153;-8.197474;114.3601097;Tempat Pembuangan Sampah;
TPST Tembok Lestari Buleleng;TPST Desa Tejakula;V88W+28, Tejakula, Kec. Tejakula, Kabupaten Buleleng, Bali;-8.1444976;115.0041962;Tempat Pembuangan Sampah;
TPST Busungbiu Buleleng;TPST DESA BUBUNAN;Bubunan, Kec. Seririt, Kabupaten Buleleng, Bali 81153;-8.197474;114.6485008;Tempat Pembuangan Sampah;
TPST Shanti Asri Buleleng;TPS3R Jagra Buana Asri;RW48+P59, Jl. Singaraja-Gilimanuk, Umeanyar, Kec. Seririt, Kabupaten Buleleng, Bali 81153;-8.193216;114.6270871;Jasa Pembuangan Sampah;
TPA Desa Penuktukan Buleleng;TPA Desa Sambirenteng;V93W+F78, Sambirenteng, Kec. Tejakula, Kabupaten Buleleng, Bali 81173;-8.1323745;115.2842;Pusat Daur Ulang;
TPST Sari Dandaka Buleleng;TPS3R SANKER BERSEHATI;RHXJ+VJP, Pejarakan, Kec. Gerokgak, Kabupaten Buleleng, Bali 81155;-8.1502972;114.0048021;Tempat Pembuangan Sampah;
TPST UPT Senteluk Batulayar Lombok Barat;TPST (Tempat Pengolahan Sampah Terpadu) Senteluk;F36G+RXM, Jl. Raya Blazer, Penyengget, Senteluk, Batu Layar, West Lombok Regency, West Nusa Tenggara 83355;-8.5379098;116.075158;Layanan Pengelolaan Limbah;
TPST Edelwis Pontianak;TPST 3R EDELWISS;Gang Purnama Mulia No.5, Parit Tokaya, South Pontianak, Pontianak, West Kalimantan 78115;-0.0756564;109.3140933;Layanan Pengelolaan Limbah;
TPST PANARUNG Palangkaraya;Depo sampah Panarung;QW7M+J66, Jl. Wortel, Panarung, Kec. Pahandut, Kota Palangka Raya, Kalimantan Tengah 74874;-2.1868168;113.872013;Layanan Pengelolaan Limbah;
TPST BESSAI BERINTA Bontang;Bank Sampah Induk Bessai Berinta DLH Kota Bontang;Kota Bontang, Kalimantan Timur 75313;0.135409;117.5004785;Layanan Pengelolaan Limbah;
TPST SEI FATIMAH Nunukan;Not Found;Not Found;4.1205958;117.6292289;Not Found;
TPST BORONG PAOE Bulukumba;PENGELOLAAN SAMPAH;CF23+F6M, JL.Kawasan Wisata Pasir Putih Tanjung Bira, Bira, Kec. Bonto Bahari, Kabupaten Bulukumba, Sulawesi Selatan 92571;-5.449379;120.2352262;Tempat Pembuangan Sampah;
TPST Butta Toa Bantaeng;Not Found;Not Found;-5.5055243;119.9920294;Not Found;
TPST TURIKALE Maros;TPA Sampah Maros;WHHH+XVX, Bonto Matene, Kec. Mandai, Kabupaten Maros, Sulawesi Selatan 90552;-5.0700056;119.5076251;Tempat Pembuangan Sampah;
TPST BERSAHAJA Pangkajene dan Kepulauan;Not Found;Not Found;-4.6877397;119.5796819;Not Found;
TPST PADAMAMPU Pangkajene dan Kepulauan;Not Found;Not Found;-4.6926287;119.5874559;Not Found;
TPST Pattirosompe Wajo;Not Found;Not Found;-4.0549899;120.1741046;Not Found;
TPST TPA Puuwatu Kendari;TPA Sampah UHO BUTON KOTA BAUBAU;XGPG+735, Kambu, Kec. Kambu, Kota Kendari, Sulawesi Tenggara 93561;-4.0143582;122.4531473;Layanan Pengelolaan Limbah;
TPST Moopiya Bone Bolango;Desa Moopiya;887R+3XC, Moopiya, Kec. Bone Raya, Kabupaten Bone Bolango, Gorontalo 96585;0.3126904;123.3423811;Kantor Perusahaan;
TPA BANGKONOL Bangkonol Pandeglang;TPA Bangkonol Pandeglang;M4QM+M5R, Tegalongok, Kec. Koroncong, Kabupaten Pandeglang, Banten 42251;-6.3107731;106.1328777;Other;Tempat Pembuangan Sampah
TPA BOJONG CANAR Pandeglang;TPA Bojong Canar;HVVH+HQH, Unnamed Road, Karyautama, Kec. Cikedal, Kabupaten Pandeglang, Banten 42271;-6.4060605;105.8794817;Other;Tempat Pembuangan Sampah
Tempat Pembuangan Akhir Kayong Utara;TPA pampang harapan;PXMW+46M, Pampang Harapan, Kec. Sukadana, Kabupaten Kayong Utara, Kalimantan Barat;-1.267169;109.9955416;Other;Tempat Pembuangan Sampah
Tempat Pembuangan Sampah Halmahera Timur;Kawasan IPLT dan TPA Tobelo;PX5F+PFC, Gosoma, Kec. Tobelo, Kabupaten Halmahera Utara, Maluku Utara;1.7093033;127.9736541;Other;Tempat Pembuangan Sampah
Tempat Pembuangan Sampah Nagekeo;TPA Nagekeo;F723+HGW, Nggolo Mbay, Kec. Aesesa, Kabupaten Nagekeo, Nusa Tenggara Tim.;-8.5485167;121.2538435;Other;Tempat Pembuangan Sampah
